Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
NECAP1	1.019	0.027	8.965E-01	NECAP endocytosis associated 1
CLEC16A	0.969	-0.046	8.965E-01	C-type lectin domain family 16, member A
CYP2R1	1.014	0.019	8.965E-01	Cytochrome P450, family 2, subfamily r, polypeptide 1
TREM2	1.032	0.045	8.965E-01	Triggering receptor expressed on myeloid cells 2
9630020G10RIK	1.027	0.038	8.965E-01	
LCTL	1.004	0.006	8.965E-01	Lactase-like
PPHLN1	1.037	0.053	8.965E-01	Transcribed locus, weakly similar to XP_219665.2 similar to periphilin 1 isoform 4 [Rattus norvegic
A530050D06RIK	0.995	-0.007	8.965E-01	
CALB1	1.01	0.014	8.967E-01	Calbindin-28K
SYCP3	1.006	0.008	8.969E-01	
MAPKAPK2	1.029	0.041	8.970E-01	MAP kinase-activated protein kinase 2
LYRM1	0.991	-0.014	8.970E-01	
LIG4	0.977	-0.034	8.972E-01	Transcribed locus
GABRB1	1.005	0.007	8.972E-01	Gamma-aminobutyric acid (GABA-A) receptor, subunit beta 1
TEP1	1.037	0.053	8.972E-01	Telomerase associated protein 1
FOXO3A	0.995	-0.007	8.973E-01	
BC023744	0.992	-0.012	8.973E-01	
PROKR2	0.993	-0.01	8.975E-01	Prokineticin receptor 2
GPHA2	0.994	-0.009	8.975E-01	Glycoprotein hormone alpha 2
D230039L06RIK	0.995	-0.008	8.975E-01	
NPPA	1.012	0.017	8.976E-01	
ASL	1.015	0.022	8.976E-01	Argininosuccinate lyase
TMCO5	0.995	-0.007	8.976E-01	Transmembrane and coiled-coil domains 5
AQR	1.011	0.016	8.976E-01	Aquarius
VKORC1L1	1.031	0.043	8.976E-01	Transcribed locus
ARHGDIG	1.005	0.007	8.976E-01	Rho GDP dissociation inhibitor (GDI) gamma
SSXB3	0.993	-0.01	8.976E-01	Synovial sarcoma, X member B, breakpoint 3
HNRPDL	0.982	-0.026	8.976E-01	
BC037034	0.964	-0.053	8.976E-01	
HCN1	1.005	0.007	8.976E-01	
1700042B14RIK	1.022	0.032	8.976E-01	Predicted gene, EG546400
SLC25A13	1.008	0.012	8.976E-01	Solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13
SPRED3	1.011	0.015	8.976E-01	Sprouty-related, EVH1 domain containing 3
SYNPO2L	1.007	0.01	8.976E-01	Synaptopodin 2-like
ADAM6	1.005	0.007	8.977E-01	ADAM metallopeptidase domain 6, pseudogene
GRB2	0.978	-0.032	8.978E-01	Growth factor receptor bound protein 2
1700022C21RIK	0.983	-0.025	8.978E-01	
ZFP295	0.964	-0.052	8.978E-01	
OLFR367	1.006	0.009	8.979E-01	
OLFR65	1.007	0.01	8.979E-01	Olfactory receptor 65
WFDC13	0.995	-0.007	8.979E-01	WAP four-disulfide core domain 13
POLR2F	1.006	0.009	8.979E-01	
ZFP397	1.012	0.018	8.979E-01	Zinc finger protein 397
SYF2	0.967	-0.049	8.981E-01	Transcribed locus
ACAN	1.013	0.018	8.981E-01	Aggrecan
BCLAF1	0.976	-0.034	8.986E-01	BCL2-associated transcription factor 1
ZBTB2	0.973	-0.04	8.986E-01	Zinc finger and BTB domain containing 2
OLFR1097	0.995	-0.008	8.986E-01	Transcribed locus, weakly similar to XP_001117086.1 similar to Olfactory receptor 10T2 (Olfactory r
UGT2B5	1.004	0.006	8.987E-01	UDP glucuronosyltransferase 2 family, polypeptide B5
ABCB9	1.02	0.029	8.987E-01	ATP-binding cassette, sub-family B (MDR/TAP), member 9
1200013P24RIK	1.021	0.03	8.987E-01	
LOC666979	1.033	0.046	8.987E-01	
XPNPEP2	1.01	0.015	8.987E-01	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound
SLCO4C1	0.994	-0.008	8.987E-01	Solute carrier organic anion transporter family, member 4C1
FBXL6	1.016	0.023	8.990E-01	
KCNQ1	1.01	0.014	8.990E-01	
NUP50	0.982	-0.026	8.990E-01	Nucleoporin 50
POU2F2	1.026	0.036	8.990E-01	POU domain, class 2, transcription factor 2
2310045A20RIK	1.013	0.018	8.990E-01	
2810006K23RIK	0.986	-0.021	8.990E-01	RIKEN cDNA 2810006K23 gene
2810046L04RIK	1.035	0.049	8.990E-01	
SLC12A6	1.027	0.038	8.990E-01	
PHF19	0.983	-0.025	8.990E-01	PHD finger protein 19
ARMC6	1.012	0.018	8.991E-01	Armadillo repeat containing 6
PSMD6	0.983	-0.025	8.991E-01	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 6
PTGIS	0.994	-0.008	8.992E-01	
HUS1	0.981	-0.028	8.992E-01	Hus1 homolog (S. pombe)
PSMD9	0.99	-0.014	8.994E-01	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 9
RPS27L	0.968	-0.047	8.995E-01	
PTPN18	1.037	0.052	8.995E-01	
TNIP2	0.964	-0.053	8.995E-01	TNFAIP3 interacting protein 2
UBLCP1	0.975	-0.036	8.995E-01	Ubiquitin-like domain containing CTD phosphatase 1
VARS2	0.985	-0.021	8.997E-01	
OLFR368	0.995	-0.007	8.997E-01	Olfactory receptor 368
CYP20A1	1.009	0.012	8.997E-01	
KCNMB4	1.006	0.009	8.998E-01	
ZKSCAN1	1.025	0.035	8.998E-01	Zinc finger with KRAB and SCAN domains 1
NXF2	0.995	-0.007	8.998E-01	Nuclear RNA export factor 2
NEDD8	1.034	0.048	9.000E-01	Neural precursor cell expressed, developmentally down-regulated gene 8
LOC100039655	0.994	-0.008	9.000E-01	
2010311D03RIK	1.011	0.016	9.000E-01	
OLFR181	1.006	0.008	9.000E-01	Olfactory receptor 181
OLFR619	0.995	-0.008	9.000E-01	Olfactory receptor 619
LAMB3	1.007	0.01	9.000E-01	Laminin, beta 3
BC023151	0.992	-0.012	9.000E-01	
GALNTL5	1.007	0.009	9.000E-01	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5
GPR68	1.004	0.006	9.000E-01	G protein-coupled receptor 68
AHI1	1.06	0.083	9.000E-01	
LMNB2	1.024	0.035	9.000E-01	Transcribed locus
PPP1R14A	1.006	0.008	9.000E-01	Protein phosphatase 1, regulatory (inhibitor) subunit 14A
SH2D1B2	1.007	0.01	9.000E-01	SH2 domain protein 1B2
BC051628	0.988	-0.018	9.000E-01	
LOC100048251	0.994	-0.009	9.000E-01	
ZDHHC21	0.983	-0.025	9.000E-01	Zinc finger, DHHC domain containing 21
ZFP654	1.01	0.014	9.000E-01	Zinc finger protein 654
2010003O18RIK	0.972	-0.041	9.002E-01	
MEFV	0.992	-0.012	9.002E-01	
IMPG2	0.989	-0.016	9.005E-01	Interphotoreceptor matrix proteoglycan 2
ADAMTS19	1.007	0.01	9.005E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19
2010012O05RIK	0.962	-0.056	9.005E-01	Transcribed locus
LOC672215	0.996	-0.006	9.005E-01	
CCDC122	1.011	0.015	9.005E-01	Coiled-coil domain containing 122
FBXO5	0.992	-0.011	9.005E-01	F-box protein 5
OLFR901	1.017	0.024	9.005E-01	Olfactory receptor 901
CNTN3	1.03	0.042	9.005E-01	Transcribed locus
0610012D14RIK	0.968	-0.047	9.005E-01	
TSC22D1	0.99	-0.015	9.005E-01	TSC22 domain family, member 1
NES	0.981	-0.028	9.005E-01	Nestin
MMP3	1.007	0.01	9.006E-01	Matrix metallopeptidase 3
ACSM1	0.991	-0.013	9.007E-01	Acyl-CoA synthetase medium-chain family member 1
IK	1.023	0.033	9.008E-01	IK cytokine
LOC381375	0.987	-0.018	9.008E-01	
KRT16	0.993	-0.01	9.008E-01	Transcribed locus, weakly similar to NP_002270.1 I hair keratin 3B [Homo sapiens]
RFC3	0.976	-0.035	9.009E-01	Transcribed locus
BC049635	0.991	-0.013	9.009E-01	
HOXC5	1.005	0.007	9.009E-01	Homeo box C5
MTMR9	0.99	-0.014	9.009E-01	Transcribed locus
MYADM	1.013	0.019	9.009E-01	Myeloid-associated differentiation marker
MYOT	1.007	0.01	9.012E-01	Myotilin
CORO7	0.978	-0.032	9.013E-01	Coronin 7
NDUFA5	0.962	-0.056	9.013E-01	
GBX1	1.005	0.008	9.013E-01	
GM813	0.993	-0.01	9.013E-01	
FUCA2	0.993	-0.01	9.013E-01	Fucosidase, alpha-L- 2, plasma
SHFM1	1.033	0.046	9.013E-01	Split hand/foot malformation (ectrodactyly) type 1
OSBPL10	0.995	-0.008	9.013E-01	Oxysterol binding protein-like 10
SRMS	0.99	-0.014	9.013E-01	Src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
ZFP296	0.992	-0.011	9.013E-01	Zinc finger protein 296
UCN3	0.994	-0.009	9.013E-01	Urocortin 3
LOC234911	1.013	0.019	9.013E-01	
USP7	1.036	0.051	9.013E-01	Ubiquitin specific peptidase 7
CEACAM11	0.994	-0.009	9.013E-01	CEA-related cell adhesion molecule 11
CES1	0.99	-0.015	9.013E-01	carboxylesterase 1
IL4RA	1.038	0.053	9.013E-01	Interleukin 4 receptor, alpha
LCE3A	0.985	-0.022	9.014E-01	Late cornified envelope 3A
DLG4	0.996	-0.006	9.017E-01	Discs, large homolog 4 (Drosophila)
LRRC8C	0.995	-0.007	9.018E-01	Transcribed locus
4930544G11RIK	0.994	-0.009	9.018E-01	
CIT	1.005	0.008	9.018E-01	Citron
BRIP1	0.994	-0.009	9.019E-01	BRCA1 interacting protein C-terminal helicase 1
HOXA1	1.005	0.007	9.019E-01	Homeo box A1
ASNSD1	0.978	-0.032	9.021E-01	Asparagine synthetase domain containing 1
MTAP7D2	0.994	-0.009	9.021E-01	
DNALC4	1.037	0.053	9.021E-01	
KLK1B4	1.008	0.012	9.021E-01	
CAV1	1.006	0.008	9.025E-01	Caveolin, caveolae protein 1
2310022A10RIK	0.975	-0.036	9.026E-01	RIKEN cDNA 2310022A10 gene
4632419K20RIK	0.966	-0.049	9.027E-01	
NAP1L5	1.024	0.034	9.027E-01	
SACS	1.006	0.008	9.028E-01	Transcribed locus, strongly similar to XP_001089964.1 similar to sacsin isoform 2 [Macaca mulatta]
ZFP393	1.009	0.013	9.028E-01	
9930021D14RIK	0.993	-0.009	9.028E-01	
1190005I06RIK	0.993	-0.011	9.029E-01	
HOXB7	1.008	0.012	9.029E-01	Homeo box B7
EXOSC4	0.977	-0.034	9.029E-01	Exosome component 4
ERAF	0.987	-0.02	9.029E-01	
CCDC120	0.991	-0.013	9.029E-01	Coiled-coil domain containing 120
NANOS3	1.005	0.007	9.029E-01	Nanos homolog 3 (Drosophila)
TIPARP	1.008	0.011	9.029E-01	TCDD-inducible poly(ADP-ribose) polymerase
2610301B20RIK	0.991	-0.014	9.029E-01	RIKEN cDNA 2610301B20 gene
ARNTL	0.989	-0.016	9.031E-01	Aryl hydrocarbon receptor nuclear translocator-like
EIF4E1B	1.004	0.006	9.031E-01	Eukaryotic translation initiation factor 4E family member 1B
DCLRE1C	0.978	-0.031	9.031E-01	DNA cross-link repair 1C, PSO2 homolog (S. cerevisiae)
NUBP2	1.033	0.047	9.031E-01	Nucleotide binding protein 2
SHARPIN	1.032	0.046	9.031E-01	Transcribed locus
KIF21A	1.012	0.017	9.032E-01	Transcribed locus
2310044G17RIK	0.988	-0.018	9.032E-01	
MMP8	1.024	0.034	9.032E-01	Matrix metallopeptidase 8
MGAT5B	0.994	-0.008	9.032E-01	Mannoside acetylglucosaminyltransferase 5, isoenzyme B
ABHD8	0.992	-0.012	9.032E-01	
UBE1C	1.017	0.024	9.033E-01	
SLC14A1	1.01	0.015	9.034E-01	Solute carrier family 14 (urea transporter), member 1
GPR142	1.007	0.01	9.034E-01	G protein-coupled receptor 142
PPP1R1C	0.993	-0.01	9.034E-01	
V1RH9	1.009	0.012	9.034E-01	
A930010I20RIK	0.964	-0.052	9.034E-01	
UACA	1.006	0.009	9.034E-01	Uveal autoantigen with coiled-coil domains and ankyrin repeats
HRASLS	1.005	0.007	9.034E-01	HRAS-like suppressor
CENPC1	1.006	0.008	9.034E-01	Centromere protein C1
SLC12A9	1.043	0.061	9.034E-01	Solute carrier family 12 (potassium/chloride transporters), member 9
UTP14B	0.995	-0.007	9.034E-01	Acyl-CoA synthetase long-chain family member 3
BC006662	0.995	-0.007	9.034E-01	
AURKA	1.005	0.008	9.034E-01	Aurora kinase A
RAB33A	0.987	-0.018	9.034E-01	RAB33A, member of RAS oncogene family
PCNA	0.979	-0.031	9.034E-01	Transcribed locus
SDHB	0.984	-0.023	9.034E-01	
1700013G24RIK	0.991	-0.013	9.034E-01	RIKEN cDNA 1700013G24 gene
FGF5	1.005	0.007	9.034E-01	Fibroblast growth factor 5
BC043118	1.026	0.037	9.034E-01	
GATA5	0.995	-0.008	9.034E-01	GATA binding protein 5
OLFR2	0.995	-0.007	9.034E-01	Olfactory receptor 2
OLFR207	0.991	-0.013	9.034E-01	Olfactory receptor 209
TNP2	0.986	-0.02	9.034E-01	
BARX1	0.988	-0.018	9.034E-01	BarH-like homeobox 1
TBX20	1.007	0.01	9.034E-01	T-box 20
FGFR2	0.98	-0.029	9.035E-01	Fibroblast growth factor receptor 2
ASTN1	0.99	-0.015	9.035E-01	
SLC46A3	0.984	-0.023	9.035E-01	Solute carrier family 46, member 3
GDF2	0.995	-0.007	9.040E-01	Growth differentiation factor 2
HMX2	0.987	-0.019	9.040E-01	H6 homeo box 2
COLEC10	0.994	-0.009	9.040E-01	Collectin sub-family member 10
UBR1	1.019	0.026	9.040E-01	Ubiquitin protein ligase E3 component n-recognin 1
4930583H14RIK	1.004	0.006	9.042E-01	
RAB3A	1.037	0.052	9.043E-01	Transcribed locus
UBQLN2	1.029	0.041	9.044E-01	Ubiquilin 2
BAG2	0.994	-0.008	9.044E-01	Bcl2-associated athanogene 2
PTPRR	0.993	-0.009	9.044E-01	Protein tyrosine phosphatase, receptor type, R
NDUFV2	0.967	-0.048	9.044E-01	
KLRA7	1.005	0.008	9.044E-01	Transcribed locus, moderately similar to XP_001473569.1 hypothetical protein [Mus musculus]
FGG	0.972	-0.041	9.044E-01	
B3GALNT1	1.038	0.053	9.044E-01	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1
NUDT8	0.989	-0.016	9.044E-01	
POP5	0.98	-0.029	9.045E-01	Processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)
PSMB3	0.976	-0.035	9.047E-01	
RPUSD4	0.98	-0.029	9.047E-01	RNA pseudouridylate synthase domain containing 4
VTI1B	1.028	0.04	9.050E-01	
2300006N05RIK	0.994	-0.009	9.050E-01	
CXCL12	0.988	-0.017	9.051E-01	Chemokine (C-X-C motif) ligand 12
ACRV1	0.996	-0.006	9.051E-01	Acrosomal vesicle protein 1
RECQL5	0.986	-0.021	9.052E-01	
RASSF5	0.978	-0.032	9.054E-01	
CCRL1	1.012	0.017	9.054E-01	
PLA2G2E	1.004	0.005	9.054E-01	Phospholipase A2, group IIE
SPACA3	0.992	-0.011	9.054E-01	
9030224M15RIK	0.995	-0.007	9.054E-01	
DYNC2LI1	1.008	0.012	9.056E-01	Dynein cytoplasmic 2 light intermediate chain 1
EG328264	0.986	-0.02	9.056E-01	
OLFR1278	1.011	0.016	9.057E-01	Olfactory receptor 1278
RNASET2	0.979	-0.03	9.057E-01	ribonuclease T2
2900026A02RIK	1.006	0.008	9.057E-01	RIKEN cDNA 2900026A02 gene
KDELR2	0.986	-0.02	9.058E-01	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2
AF529169	1.007	0.01	9.060E-01	CDNA sequence AF529169
UPK3A	1.011	0.016	9.060E-01	Uroplakin 3A
U2AF1L4	0.983	-0.025	9.061E-01	
CD4	1.006	0.009	9.063E-01	CD4 antigen
C330043M08RIK	1.005	0.007	9.063E-01	
TBXAS1	0.975	-0.036	9.063E-01	Thromboxane A synthase 1, platelet
BC016495	0.994	-0.009	9.063E-01	
LOC100047670	0.977	-0.033	9.063E-01	
KLC4	1.02	0.028	9.064E-01	Kinesin light chain 4
LDLR	0.995	-0.007	9.067E-01	Low density lipoprotein receptor
BAT4	1.02	0.028	9.067E-01	
RND1	1.005	0.007	9.069E-01	Rho family GTPase 1
PLSCR2	1.015	0.021	9.069E-01	Phospholipid scramblase 2
H2-DMB1	1.036	0.051	9.069E-01	
BC080695	0.995	-0.007	9.071E-01	CDNA sequence BC080695
HIST2H3B	1.027	0.039	9.071E-01	
GPR176	1.004	0.006	9.071E-01	G protein-coupled receptor 176
THRB	0.995	-0.007	9.071E-01	Thyroid hormone receptor beta
OLFR889	0.996	-0.006	9.071E-01	Olfactory receptor 889
EXOSC2	0.977	-0.033	9.072E-01	
RSF1	0.991	-0.013	9.072E-01	RIKEN cDNA C030033M12 gene
1600021P15RIK	0.99	-0.014	9.072E-01	
ACSL3	1.022	0.032	9.073E-01	Transcribed locus, moderately similar to XP_001108259.1 similar to acyl-CoA synthetase long-chain f
OLFR1380	0.985	-0.022	9.074E-01	Olfactory receptor 1380
KAZALD1	1.004	0.005	9.074E-01	Kazal-type serine peptidase inhibitor domain 1
SLC4A11	0.975	-0.037	9.074E-01	Transcribed locus
RBM38	1.014	0.021	9.077E-01	
CSN3	1.007	0.01	9.077E-01	
CLEC4A3	1.029	0.041	9.077E-01	C-type lectin domain family 4, member a3
LOC100046264	1.009	0.013	9.077E-01	
LYL1	0.953	-0.069	9.077E-01	Lymphoblastomic leukemia
LOC100047028	1.009	0.013	9.077E-01	
XKR9	1.01	0.014	9.077E-01	X Kell blood group precursor related family member 9 homolog
DYNLT3	0.98	-0.029	9.078E-01	Transcribed locus
TCEAL6	0.992	-0.011	9.078E-01	Transcription elongation factor A (SII)-like 6
HEPH	0.986	-0.02	9.078E-01	Hephaestin
DLX1	0.992	-0.012	9.078E-01	
TNFAIP8	1.025	0.036	9.078E-01	Transcribed locus
RDH12	0.994	-0.009	9.079E-01	
AGTRL1	0.992	-0.012	9.080E-01	
LOC434172	1.007	0.01	9.081E-01	
LOC100048622	1.042	0.059	9.081E-01	
KLHL1	0.991	-0.013	9.081E-01	Kelch-like 1 (Drosophila)
CYP2B23	1.012	0.017	9.081E-01	Cytochrome P450, family 2, subfamily b, polypeptide 23
6330403K07RIK	1.013	0.018	9.081E-01	RIKEN cDNA 6330403K07 gene
5730494M16RIK	1.01	0.014	9.081E-01	
NLRP1A	1.019	0.027	9.081E-01	NLR family, pyrin domain containing 1A
2310046K01RIK	0.996	-0.006	9.082E-01	
ARHGAP20	1.007	0.01	9.082E-01	Rho GTPase activating protein 20
KIF2C	1.006	0.009	9.084E-01	Kinesin family member 2C
ZER1	0.98	-0.029	9.084E-01	Zer-1 homolog (C. elegans)
AGPAT5	1.01	0.015	9.084E-01	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)
ABLIM1	0.968	-0.047	9.084E-01	Actin-binding LIM protein 1
GYPA	0.996	-0.006	9.084E-01	Glycophorin A
TMEM16K	1.015	0.022	9.085E-01	
NFKBIL2	0.99	-0.015	9.085E-01	
XKR4	1.006	0.008	9.085E-01	X Kell blood group precursor related family member 4
HIF3A	0.985	-0.023	9.085E-01	Hypoxia inducible factor 3, alpha subunit
HAS1	0.987	-0.019	9.086E-01	
TRAM1L1	0.995	-0.007	9.086E-01	Translocation associated membrane protein 1-like 1
2610034B18RIK	0.989	-0.016	9.086E-01	RIKEN cDNA 2610034B18 gene
ELOVL2	0.992	-0.012	9.087E-01	Elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2
EFR3A	1.024	0.034	9.088E-01	RIKEN cDNA C920006C10 gene
SLC29A2	1.018	0.025	9.088E-01	Solute carrier family 29 (nucleoside transporters), member 2
NAV1	0.956	-0.065	9.088E-01	Neuron navigator 1
SECTM1B	0.989	-0.015	9.089E-01	Secreted and transmembrane 1B
CCT7	1.012	0.018	9.089E-01	
OLFR958	0.994	-0.008	9.089E-01	Olfactory receptor 958
1700123L14Rik	1.005	0.007	9.089E-01	
ZBTB1	1.028	0.04	9.089E-01	Expressed sequence AI256369
MESP1	1.004	0.006	9.089E-01	
2010011I20RIK	0.966	-0.049	9.089E-01	
D10BWG1364E	0.982	-0.026	9.091E-01	
ABI3BP	0.991	-0.012	9.092E-01	ABI gene family, member 3 (NESH) binding protein
RBMX2	1.007	0.011	9.095E-01	RNA binding motif protein, X-linked 2
ATP13A4	0.995	-0.007	9.095E-01	
NME5	1.007	0.01	9.099E-01	Expressed in non-metastatic cells 5
MMP2	0.961	-0.058	9.099E-01	Matrix metallopeptidase 2
FEM1A	0.981	-0.028	9.099E-01	Feminization 1 homolog a (C. elegans)
SUNC1	1.008	0.012	9.099E-01	
RNF183	0.992	-0.012	9.099E-01	Ring finger protein 183
PGK2	0.995	-0.007	9.099E-01	Phosphoglycerate kinase 2
STXBP5L	1.033	0.047	9.099E-01	Syntaxin binding protein 5-like
CHRNA3	1.005	0.008	9.099E-01	
RRP12	1.009	0.013	9.099E-01	
LOC100043822	0.995	-0.007	9.099E-01	
SEPT9	0.989	-0.015	9.099E-01	Transcribed locus, weakly similar to XP_001102088.1 similar to septin 3 [Macaca mulatta]
ABCA4	1.009	0.013	9.099E-01	ATP-binding cassette, sub-family A (ABC1), member 4
ARMET	0.976	-0.035	9.099E-01	
PBX3	0.993	-0.01	9.099E-01	
POGZ	0.98	-0.03	9.099E-01	Pogo transposable element with ZNF domain
ATP5J	0.97	-0.044	9.099E-01	
GART	0.984	-0.023	9.099E-01	Phosphoribosylglycinamide formyltransferase
PCMTD1	1.017	0.024	9.099E-01	Protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
EPX	0.994	-0.008	9.099E-01	Eosinophil peroxidase
IL12RB1	0.991	-0.014	9.099E-01	Interleukin 12 receptor, beta 1
B230399E16RIK	0.995	-0.007	9.099E-01	
CDH12	1.005	0.007	9.099E-01	Cadherin 12
GSTA2	0.994	-0.009	9.099E-01	
E330021D16RIK	1.02	0.029	9.099E-01	
PBLD	0.994	-0.009	9.099E-01	phenazine biosynthesis-like protein domain containing
OLFR203	1.006	0.008	9.099E-01	Olfactory receptor 203
TTLL13	0.997	-0.005	9.099E-01	Tubulin tyrosine ligase-like family, member 13
FAT4	0.995	-0.008	9.099E-01	FAT tumor suppressor homolog 4 (Drosophila)
TCF23	0.989	-0.015	9.099E-01	Transcription factor 23
SCIN	1.004	0.006	9.099E-01	Scinderin
ITGA2	1.005	0.007	9.099E-01	Integrin alpha 2
A230050P20RIK	0.941	-0.088	9.099E-01	
PRICKLE4	0.989	-0.016	9.099E-01	prickle homolog 4 (Drosophila)
VASH2	1.028	0.04	9.099E-01	Vasohibin 2
9030611O19RIK	0.996	-0.005	9.099E-01	
PTPN20	0.993	-0.009	9.099E-01	Protein tyrosine phosphatase, non-receptor type 20
CCDC102A	0.989	-0.016	9.100E-01	Coiled-coil domain containing 102A
OLFR670	1.009	0.012	9.100E-01	Olfactory receptor 670
SH3BP4	1.006	0.009	9.100E-01	SH3-domain binding protein 4
EG654453	0.995	-0.008	9.102E-01	
NECAB1	0.994	-0.009	9.102E-01	EF hand calcium binding protein 1
NUDT12	0.995	-0.008	9.102E-01	Nudix (nucleoside diphosphate linked moiety X)-type motif 12
ZFP354A	0.988	-0.017	9.102E-01	Zinc finger protein 354A
EGFL6	0.996	-0.006	9.102E-01	EGF-like-domain, multiple 6
AMN	0.996	-0.006	9.102E-01	Amnionless
FBXW11	1.025	0.035	9.102E-01	F-box and WD-40 domain protein 11
GJB5	1.008	0.012	9.102E-01	Gap junction protein, beta 5
MPHOSPH8	1.011	0.015	9.102E-01	M-phase phosphoprotein 8
0610006I08RIK	1.053	0.074	9.102E-01	
BUB1	1.005	0.007	9.103E-01	Budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae)
4930432K09Rik	1.004	0.006	9.103E-01	
S100A14	1.025	0.035	9.103E-01	
CRISPLD2	0.993	-0.01	9.103E-01	Cysteine-rich secretory protein LCCL domain containing 2
OLFR473	1.006	0.009	9.103E-01	Olfactory receptor 473
SDF4	0.968	-0.047	9.104E-01	Stromal cell derived factor 4
CCDC39	0.994	-0.009	9.107E-01	Coiled-coil domain containing 39
REC8	1.009	0.013	9.107E-01	REC8 homolog (yeast)
COL6A2	1.005	0.008	9.109E-01	Collagen, type VI, alpha 2
SNX9	0.991	-0.013	9.109E-01	Sorting nexin 9
BC008163	1.021	0.03	9.109E-01	
SPATS1	1.004	0.006	9.110E-01	
DUSP21	0.995	-0.007	9.110E-01	Transcribed locus
SF3A1	1.02	0.029	9.110E-01	
1200015F23RIK	1.014	0.019	9.110E-01	
OLFR922	1.005	0.008	9.110E-01	Olfactory receptor 922
ZFP59	0.995	-0.007	9.110E-01	Zinc finger protein 59
SCX	1.022	0.032	9.110E-01	Scleraxis
NKX3-1	0.994	-0.009	9.112E-01	NK-3 transcription factor, locus 1 (Drosophila)
2010309E21RIK	0.977	-0.033	9.113E-01	
TTC8	0.989	-0.016	9.113E-01	Tetratricopeptide repeat domain 8
ASAH2	0.98	-0.029	9.113E-01	N-acylsphingosine amidohydrolase 2
SH3KBP1	0.99	-0.015	9.113E-01	
CYP7A1	1.005	0.007	9.113E-01	Cytochrome P450, family 7, subfamily a, polypeptide 1
ZFP777	1.024	0.035	9.113E-01	Zinc finger protein 777
OLFR459	1.005	0.007	9.113E-01	Olfactory receptor 459
ARC	1.015	0.022	9.113E-01	Activity regulated cytoskeletal-associated protein
EDN1	1.021	0.029	9.113E-01	Endothelin 1
LOC381852	1.016	0.024	9.113E-01	
NEPN	0.995	-0.008	9.113E-01	Transcribed locus
IMMP2L	1.01	0.015	9.113E-01	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)
2510012J08RIK	0.972	-0.041	9.114E-01	
GALR3	0.996	-0.006	9.114E-01	Galanin receptor 3
FLI1	0.972	-0.041	9.114E-01	Friend leukemia integration 1
SMARCB1	1.018	0.025	9.114E-01	
PDZRN3	1.01	0.014	9.114E-01	PDZ domain containing RING finger 3
GRAMD1C	0.995	-0.008	9.114E-01	
ECM2	1.005	0.007	9.114E-01	
9630058J23RIK	0.969	-0.046	9.114E-01	
AMOTL2	1.005	0.006	9.114E-01	Angiomotin like 2
WDR54	1.008	0.011	9.114E-01	WD repeat domain 54
MRTO4	1.014	0.02	9.116E-01	MRT4, mRNA turnover 4, homolog (S. cerevisiae)
EG436240	1.004	0.005	9.117E-01	
OTTMUSG00000005491	0.984	-0.023	9.117E-01	
TRIM60	0.995	-0.007	9.122E-01	Tripartite motif-containing 61
OLFR392	0.996	-0.006	9.124E-01	Olfactory receptor 392
PFKM	0.978	-0.032	9.124E-01	Phosphofructokinase, muscle
MAGMAS	0.98	-0.029	9.124E-01	
1700029F12RIK	0.995	-0.007	9.124E-01	RIKEN cDNA 1700029F12 gene
SPRR2E	0.995	-0.007	9.124E-01	Small proline-rich protein 2E
4930486G11RIK	1.007	0.009	9.124E-01	
OLFR120	0.994	-0.008	9.124E-01	Olfactory receptor 120
MMP19	1.028	0.04	9.124E-01	Matrix metallopeptidase 19
CCDC84	0.961	-0.057	9.124E-01	
LOC433722	0.993	-0.01	9.124E-01	
FBXO46	0.961	-0.057	9.124E-01	F-box protein 46
ZFYVE9	0.994	-0.009	9.124E-01	
TMEM16D	1.005	0.007	9.124E-01	
OBFC2B	0.984	-0.024	9.124E-01	
OLFR15	1.007	0.01	9.124E-01	Olfactory receptor 15
CYCT	1.005	0.007	9.125E-01	
TMEM109	0.961	-0.057	9.125E-01	Transmembrane protein 109
NPR2	1.008	0.011	9.125E-01	Natriuretic peptide receptor 2
FEV	1.004	0.006	9.125E-01	FEV (ETS oncogene family)
LOC100048479	0.995	-0.008	9.125E-01	
OLFR222	1.006	0.009	9.125E-01	Olfactory receptor 222
